cow,date,kgm,time,meanCH4,meanCO2,meanRatioCH4_CO2,AUC_CH4,AUC_Ratio,peaks,peaks_per_minute,Sum_of_PeaksCH4,Sum_of_PeaksCO2,Sum_of_PeaksRatio,Mean_of_PeaksCH4,Mean_of_PeaksRatio,Sum_MaxPeak,meanCH4_5s,Sum_of_PeaksCH4_5s,validity
5425,Tue Aug 09 17:31:52 CEST 2022,15.84,327,146.47,2313.8,0.09,14653.21,8.39,5,0.92,7390.83,104858.72,4.3,28.72,0.02,223.85,145.9,1464.22,1
6502,Tue Aug 09 17:37:21 CEST 2022,14.39,358,395.57,4347.48,0.09,30028.49,5.72,3,0.5,15105.59,104978.21,2.89,84.96,0.02,775.14,418.33,2793.85,1
6734,Tue Aug 09 17:43:21 CEST 2022,13.85,418,145.07,2814.31,0.05,5263.64,1.67,3,0.43,2674.16,52987.75,0.86,23.06,0.01,89.71,144.83,544.02,1
6493,Tue Aug 09 17:50:21 CEST 2022,13.72,418,235.07,2594.37,0.09,14608.71,4.72,3,0.43,7337.8,64927.75,2.37,42.07,0.01,380.81,242.57,1417.89,1
7431,Tue Aug 09 17:59:40 CEST 2022,15.86,459,426.97,4366.5,0.08,27266.67,5.05,5,0.65,13754.25,127803.92,2.55,61.29,0.01,579.08,415.17,2786.14,1
9765,Tue Aug 09 18:09:57 CEST 2022,10.55,322,194.63,2952.69,0.04,19926.71,4.04,4,0.75,10021.12,142991.55,2.03,41.11,0.01,256.21,196.5,2001.24,11
2504,Tue Aug 09 18:15:26 CEST 2022,14.31,353,245.03,6197.7,0.05,19440,3.07,4,0.68,9906.29,229835.35,1.59,60.12,0.01,337.05,245.83,1993.43,1
2514,Tue Aug 09 18:21:21 CEST 2022,18.76,418,621.93,6548.15,0.11,47065.55,8.07,4,0.57,23648.33,206844.98,4.05,112.55,0.02,1062.2,639.17,4761.24,1
7436,Tue Aug 09 18:34:53 CEST 2022,8.34,266,493.27,6448.67,0.09,48298.65,7.55,4,0.9,24359.55,297304.06,3.82,138.59,0.02,1139.55,510.49,4979.55,1
9750,Tue Aug 09 18:39:21 CEST 2022,18.33,418,375.19,4027.56,0.1,21424.02,6.02,3,0.43,10799.43,82897.03,3.04,64.91,0.02,557.8,383.67,1983.44,1
7441,Tue Aug 09 18:48:03 CEST 2022,9.56,496,261.73,4234.37,0.04,17648.95,2.51,5,0.6,8900.08,141728.23,1.27,32.34,0,247.98,262.33,1781.37,0
3153,Tue Aug 09 18:56:21 CEST 2022,13.08,538,174.73,3742.97,0.06,7257.99,2.93,4,0.45,3671.38,62648.25,1.49,17.19,0.01,114.87,171.83,711.52,1
6499,Tue Aug 09 19:07:32 CEST 2022,9.49,467,870.27,8520.13,0.09,41896.7,4.32,4,0.51,21433.23,214264.75,2.21,150.82,0.01,1045.7,862.67,4181.24,1
9779,Tue Aug 09 19:18:07 CEST 2022,15.98,372,814.37,7590.95,0.13,73120.97,7.65,4,0.65,36858.71,345245.48,3.85,147.97,0.02,1528.87,823,7439.35,1
6490,Tue Aug 09 19:24:21 CEST 2022,26.82,358,940.3,9991.8,0.08,63098.88,4.87,3,0.5,31942.46,226791.62,2.47,261.97,0.02,1324.02,927.67,6227.93,11
9758,Tue Aug 09 19:30:21 CEST 2022,19.72,538,806.23,6287.61,0.1,11385.5,2.4,2,0.22,5731.45,94208.48,1.21,35.79,0.01,140.97,795.5,1129.07,1
6239,Tue Aug 09 19:42:23 CEST 2022,9.2,416,154.61,3945.39,0.04,10691.25,2.75,9,1.3,5499.81,130194.81,1.44,25.24,0.01,287.6,155.73,1091.25,1
9785,Tue Aug 09 19:49:34 CEST 2022,18.98,465,239.8,3988.36,0.06,8825.81,1.67,1,0.13,4419.35,71924.39,0.84,42.09,0.01,76.13,233.67,882.58,0
2517,Tue Aug 09 19:58:19 CEST 2022,25.4,480,205.16,4302.79,0.04,11952.25,2.27,4,0.5,6059.75,97877.75,1.16,34.87,0.01,184,206.17,1220,0
6244,Tue Aug 09 20:06:26 CEST 2022,24.02,473,526.57,4751.14,0.09,30995.77,4.42,3,0.38,15587.32,104084.4,2.23,87.07,0.01,553.07,536.33,3057.08,1
3132,Tue Aug 09 20:14:21 CEST 2022,19.93,538,318.53,6752.37,0.06,13717.25,2.54,4,0.45,6958.88,121216.73,1.32,40.81,0.01,217.92,320,1382.01,11
3131,Tue Aug 09 20:23:21 CEST 2022,21.19,598,426.3,5213.07,0.08,23709.03,4.6,3,0.3,11899.67,106316.39,2.31,59.46,0.01,586.96,425.83,2518.39,1
1117,Tue Aug 09 20:34:22 CEST 2022,25.33,717,1307.87,11285.77,0.1,59360.67,4.29,4,0.33,29902.09,224657.91,2.16,148.01,0.01,1242.68,1338.83,6006.69,11
7435,Tue Aug 09 20:50:28 CEST 2022,19.69,531,321.2,6889.1,0.04,12565.2,1.69,5,0.56,6425.54,134195.48,0.87,39.24,0.01,242.37,319.17,1301.69,10
7437,Tue Aug 09 21:00:36 CEST 2022,10.88,463,800.8,7457.22,0.11,49146.87,6.96,5,0.65,24791.79,249419.61,3.5,101.08,0.01,949.89,793.33,4823.33,1
7434,Tue Aug 09 21:08:21 CEST 2022,19.77,538,314.01,8223.93,0.04,19623.79,2.64,4,0.45,9896.21,217505.58,1.34,43.27,0.01,245.46,315.17,1965.06,1
5430,Tue Aug 09 21:18:25 CEST 2022,20.21,534,532.5,5761.7,0.08,33695.51,4.91,5,0.56,16922.47,164784.27,2.47,65.44,0.01,1058.99,555,3546.52,0
2516,Tue Aug 09 21:28:24 CEST 2022,24.14,475,521.2,3296.13,0.07,34489.26,4.45,3,0.38,17322.95,89613.22,2.24,83.25,0.01,659.37,541.17,3385.26,1
3134,Tue Aug 09 21:36:21 CEST 2022,24.77,598,508.3,6732.07,0.06,26837.46,2.99,4,0.4,13480.94,171566.29,1.5,51.5,0.01,441.97,508.17,2606.69,1
5132,Tue Aug 09 21:50:02 CEST 2022,22.58,557,72.03,2142.9,0.04,4260.32,2.02,5,0.54,2144.7,52064.27,1.02,9.84,0,80.25,71.83,429.8,0
5426,Tue Aug 09 22:06:21 CEST 2022,15.17,418,952.8,8140.33,0.11,77652.63,8.88,5,0.72,39261.24,327054.83,4.48,157.99,0.02,1439,944.33,7686.6,10
233,Tue Aug 09 22:13:21 CEST 2022,8.32,418,218.93,6103.9,0.03,16576.08,2.33,4,0.57,8369.86,226198.56,1.18,38.29,0.01,200.96,220.67,1666.51,1
7442,Tue Aug 09 22:30:47 CEST 2022,7.56,332,149.37,1787.43,0.05,9088.55,3.83,3,0.54,4763.86,53954.82,1.95,81.2,0.02,281.93,145.83,934.34,0
6232,Tue Aug 09 22:36:21 CEST 2022,15.44,418,719.5,6278.21,0.09,39410.53,4.56,2,0.29,19827.27,142930.33,2.29,178.85,0.02,730.62,725.17,3762.2,1
9752,Tue Aug 09 22:48:06 CEST 2022,14.32,433,558.8,8310.47,0.07,38693.76,2.62,5,0.69,19680.83,309619.4,1.33,88.96,0.01,548.04,554.33,3917.32,1
5427,Tue Aug 09 22:55:21 CEST 2022,17.07,418,401.7,4811.9,0.07,28725.36,5,4,0.57,14489,132186.6,2.53,78.92,0.01,587.08,396.67,2786.12,1
2505,Tue Aug 09 23:05:29 CEST 2022,16.27,410,308.47,4883.27,0.06,21839.12,3.87,5,0.73,11044.68,152408.78,1.96,56,0.01,572.2,319.5,2296.1,1
5424,Tue Aug 09 23:13:24 CEST 2022,19.4,415,473.67,4051.93,0.07,32744.1,5.04,6,0.87,16879.52,122836.92,2.6,95.51,0.01,913.01,475.83,3294.94,1
2513,Tue Aug 09 23:20:21 CEST 2022,19.84,478,398.87,3362.27,0.1,28623.01,7.35,5,0.63,14476.57,115955.9,3.73,67.45,0.02,630.13,396.17,2871.97,1
5920,Tue Aug 09 23:28:35 CEST 2022,23.92,524,603.13,5821.48,0.08,36526.72,4.52,4,0.46,18389.31,155693.82,2.28,82.07,0.01,757.44,596.5,3608.02,11
7438,Tue Aug 09 23:40:34 CEST 2022,15.11,405,877.07,4730.21,0.09,52395.85,5.36,3,0.44,26255.41,134840.59,2.69,130.37,0.01,1057.48,829.9,5143.7,1
9754,Tue Aug 09 23:48:58 CEST 2022,10.55,381,994.93,8356.7,0.09,89385.83,8.09,6,0.94,45171.65,366842.52,4.09,167.49,0.02,1681.89,992.67,9122.83,0
5420,Tue Aug 09 23:55:21 CEST 2022,16.62,418,188.2,6755.06,0.04,15227.37,3.19,3,0.43,7665.07,228981.82,1.6,32.02,0.01,178.42,185.5,1507.75,1
3628,Wed Aug 10 00:04:07 CEST 2022,15.85,432,173.74,6076.13,0.02,12248.33,1.73,4,0.56,6141.11,217173.61,0.87,24.13,0,157.78,174.27,1222.78,1
6721,Wed Aug 10 00:14:25 CEST 2022,12.46,294,998.39,4297.13,0.09,94059.18,8.57,4,0.82,47233.47,232461.63,4.31,186.23,0.02,1760,999.86,9360.82,1
9765,Wed Aug 10 00:20:13 CEST 2022,9.62,306,429.81,6007.37,0.05,40005.49,4.18,3,0.59,20083.53,261805.1,2.1,108.97,0.01,728.82,420.93,4105.1,1
6499,Wed Aug 10 00:25:21 CEST 2022,5.98,358,268.83,6175.12,0.04,18812.85,2.89,2,0.34,9442.46,155512.29,1.45,56.29,0.01,191.73,268.83,1874.75,11
6243,Wed Aug 10 00:31:21 CEST 2022,17.36,598,761.4,9192.03,0.07,43737.79,3.84,5,0.5,22073.58,257851.1,1.93,83.21,0.01,740.47,760.33,4503.01,11
6502,Wed Aug 10 00:49:15 CEST 2022,9.75,304,247.17,4548.09,0.05,18674.61,4.37,5,0.99,9478.42,170503.42,2.23,41.41,0.01,295.07,242.5,1858.03,0
7436,Wed Aug 10 00:55:55 CEST 2022,9.21,264,671.01,6112.28,0.06,36875.45,3.57,3,0.68,18480,215182.27,1.79,95.91,0.01,815,685.21,3819.09,1
7431,Wed Aug 10 01:00:21 CEST 2022,10.42,298,690.86,6680.26,0.09,77530.07,9.78,4,0.81,38859.46,338503.89,4.91,152.23,0.02,1767.58,656,7736.78,1
6722,Wed Aug 10 01:05:21 CEST 2022,21.41,358,402.19,5433.15,0.06,32358.1,4.71,4,0.67,16290.84,186678.44,2.37,78.8,0.01,633.85,405.17,3163.58,1
7443,Wed Aug 10 01:12:02 CEST 2022,8.88,737,632.53,8941.23,0.07,20277.56,1.83,3,0.24,10227.03,104925.43,0.93,69.32,0.01,387.44,630.37,2079.08,11
5546,Wed Aug 10 01:33:22 CEST 2022,8.57,357,107.33,3214.4,0.04,7500.84,2.31,3,0.5,3810.08,108536.13,1.17,28.93,0.01,119.33,105.67,747.9,10
6734,Wed Aug 10 01:39:21 CEST 2022,15.26,358,277.2,4556.15,0.04,14106.7,2.26,5,0.84,7241.9,120834.64,1.17,48.94,0.01,282.4,280,1486.59,1
6723,Wed Aug 10 01:45:21 CEST 2022,17.85,418,396.99,4796.69,0.07,26257.03,4.43,3,0.43,13178.18,135364.02,2.23,70.59,0.01,487.89,407.53,2703.73,11
7371,Wed Aug 10 01:56:39 CEST 2022,14.68,340,458.54,3257.07,0.04,34920.71,2.81,4,0.71,17558.12,150370.59,1.41,71.39,0.01,452.47,457.5,3514.59,11
9758,Wed Aug 10 02:02:21 CEST 2022,13.5,418,976.86,6604.57,0.09,67966.22,5.36,4,0.57,34294.16,222106.51,2.71,171.18,0.01,1173.01,965.37,6738.09,1
3153,Wed Aug 10 02:09:21 CEST 2022,12.77,478,476.84,5162.81,0.07,33392.38,4.73,4,0.5,16842.93,157648.62,2.39,85.64,0.01,621.21,486.07,3433.05,1
6718,Wed Aug 10 02:17:21 CEST 2022,23.25,598,636.03,7325.83,0.06,32177.46,2.94,5,0.5,16278.66,170098.19,1.49,71.63,0.01,600,650.8,3124.01,10
7441,Wed Aug 10 02:29:49 CEST 2022,7.5,570,224.47,5146.73,0.06,11423.16,3.02,6,0.63,5800,119236,1.54,26.74,0.01,222.11,225,1131.58,0
6725,Wed Aug 10 02:42:49 CEST 2022,18.87,510,492.97,5780.08,0.08,28246.59,3.19,4,0.47,14241.88,169520.47,1.61,68.03,0.01,583.29,491.33,2760.24,1
9750,Wed Aug 10 02:52:21 CEST 2022,19.1,478,1438.91,6352.13,0.11,98240.08,7.36,3,0.38,49249.71,185704.02,3.69,249.14,0.02,1885.73,1449.67,9952.47,0
6732,Wed Aug 10 03:01:07 CEST 2022,14.03,492,675.23,7736.77,0.06,40310.98,3.38,4,0.49,20402.68,216232.68,1.71,111.61,0.01,689.88,682.17,3949.27,11
6500,Wed Aug 10 03:10:30 CEST 2022,12.07,469,467.77,8968.93,0.04,30722.81,2.93,5,0.64,15570.58,293794.54,1.48,63.36,0.01,423.45,471.67,3111.3,1
5425,Wed Aug 10 03:21:15 CEST 2022,15.71,304,692.73,4264.59,0.09,73525.66,9.1,5,0.99,36994.74,206978.68,4.6,148.07,0.02,1865.13,704.33,7075.66,0
6491,Wed Aug 10 03:26:21 CEST 2022,18.84,358,611.64,9033.76,0.09,57661.68,8.78,3,0.5,28924.36,280098.1,4.41,129.08,0.02,885.42,623.23,5592.74,1
2507,Wed Aug 10 03:36:07 CEST 2022,18.96,552,888.41,9656.2,0.08,29361.52,2.68,3,0.33,14734.35,140994.78,1.35,71.65,0.01,620.43,871.33,2829.13,1
7957,Wed Aug 10 03:47:48 CEST 2022,19.48,451,402.03,3709.87,0.05,25752.64,2.97,5,0.67,13003.1,111175.61,1.5,59.79,0.01,588.69,417.83,2683.1,1
9779,Wed Aug 10 03:58:37 CEST 2022,8.76,282,240.04,5139.78,0.04,24146.38,3.35,4,0.85,12125.11,273596.6,1.68,49.49,0.01,335.96,240.36,2397.87,1
2514,Wed Aug 10 04:03:21 CEST 2022,19.62,298,765.97,7475.06,0.06,59609.4,4.06,2,0.4,29976.24,209735.03,2.04,237.83,0.02,1096.71,779.56,5784.56,11
2504,Wed Aug 10 04:13:49 CEST 2022,13.09,330,710.41,8780.1,0.06,70489.82,6.41,6,1.09,35817.82,410942.18,3.26,162.77,0.01,1806.55,699,7224.73,1
6239,Wed Aug 10 04:19:58 CEST 2022,9.7,321,821.63,10490.51,0.08,78942.06,6.29,3,0.56,39631.78,420047.1,3.16,209.16,0.02,1466.36,814,7816.82,1
2517,Wed Aug 10 04:27:17 CEST 2022,15.26,362,1093.17,6367.39,0.17,85380.66,12.56,4,0.66,43317.68,228386.52,6.35,259.08,0.03,2028.73,1105.5,8608.84,1
9752,Wed Aug 10 04:35:47 CEST 2022,10.77,272,953.3,4375.66,0.1,92156.03,9.67,3,0.66,46114.85,204056.03,4.85,212.97,0.02,2163.31,990.59,9082.06,1
5420,Wed Aug 10 04:40:21 CEST 2022,11.91,298,700.3,5588.3,0.08,44506.71,5.61,4,0.81,22298.66,221152.35,2.82,93.73,0.01,1099.33,657.12,4606.71,11
2516,Wed Aug 10 04:45:21 CEST 2022,10.55,478,346.31,8136.57,0.04,17131.63,2.13,3,0.38,8607.36,202645.86,1.07,42.65,0.01,199.46,342.53,1701.09,11
9765,Wed Aug 10 04:58:39 CEST 2022,8.16,280,326.78,5022.7,0.09,30312,7.86,5,1.07,15405.86,223090.71,4.01,81.74,0.02,582.86,325,3085.71,0
3131,Wed Aug 10 05:03:21 CEST 2022,13.06,298,257.15,7853.78,0.03,27832.35,2.61,4,0.81,14099.6,389544.97,1.32,66.22,0.01,323.36,256.98,2816.38,10
9759,Wed Aug 10 05:08:23 CEST 2022,18.57,476,1544.2,11655.58,0.11,102823.11,6.79,4,0.5,51802.94,356448.4,3.42,252.45,0.02,1767.86,1553.83,10465.97,1
4110,Wed Aug 10 05:16:21 CEST 2022,15.92,538,1144.63,6585.08,0.12,44743.49,5.59,5,0.56,23020.82,126762.83,2.85,170.63,0.02,1692.94,1115.17,4678.44,1
6499,Wed Aug 10 05:26:23 CEST 2022,9.02,536,773.81,10265.53,0.07,48608.28,4.18,4,0.45,24445.07,305955.45,2.1,90.3,0.01,690.56,770.73,4919.1,1
9785,Wed Aug 10 05:39:56 CEST 2022,13.95,323,148.4,1612.8,0.06,4629.1,0.57,1,0.19,2416.72,30860.06,0.3,120.84,0.02,143.03,145.33,481.11,0
5132,Wed Aug 10 05:45:21 CEST 2022,11.79,358,531.47,5221.83,0.09,20892.74,3.42,4,0.67,10846.93,100151.4,1.77,136.45,0.02,829.61,545,2130.17,1
1117,Wed Aug 10 05:59:21 CEST 2022,18,418,327.03,6237.39,0.05,19039.23,2.78,4,0.57,9618.95,175680.57,1.41,46.85,0.01,262.97,326.87,1893.3,1
5430,Wed Aug 10 06:08:39 CEST 2022,14.87,400,273.77,5789.03,0.04,18601.2,2.39,4,0.6,9355.2,205487.7,1.21,39.58,0.01,242.85,273.33,1863.3,1
6498,Wed Aug 10 06:15:22 CEST 2022,13.83,417,598.1,6094.46,0.08,40831.65,4.99,3,0.43,20595.68,156310.79,2.52,132.89,0.02,667.63,605.67,4086.33,11
7435,Wed Aug 10 06:42:56 CEST 2022,15.1,383,1291.4,9782.64,0.12,118784.33,10.66,4,0.63,59896.61,434391.54,5.37,258.85,0.02,1940.99,1281.83,11837.08,11
6232,Wed Aug 10 06:49:21 CEST 2022,10.24,418,1448.16,11694.25,0.12,91570.33,8.51,4,0.57,46125.65,366324.69,4.28,227.52,0.02,1750.05,1449.7,9334.45,1
5424,Wed Aug 10 07:00:10 CEST 2022,9.5,369,324.83,6590.94,0.05,14026.02,2.78,2,0.33,7110.57,125290.73,1.4,67.98,0.01,190.24,321.33,1373.98,1
7436,Wed Aug 10 07:10:01 CEST 2022,9.01,258,260.58,3966.56,0.08,23169.77,7.62,3,0.7,11658.14,179490.7,3.83,64.52,0.02,309.3,263.73,2337.21,1
6243,Wed Aug 10 07:32:01 CEST 2022,10.82,498,199.57,3742.6,0.04,9668.67,1.92,5,0.6,4920.48,92306.75,0.98,26.41,0.01,172.29,199.33,965.06,0
3132,Wed Aug 10 07:41:36 CEST 2022,17.64,463,513.57,8111.43,0.04,28682.85,2.06,4,0.52,14517.15,240991.62,1.04,69.77,0,361.04,513.83,2908.25,11
7437,Wed Aug 10 07:50:39 CEST 2022,10.92,460,282.83,3954,0.04,18675.65,2.75,4,0.52,9466.96,108870.78,1.39,48.22,0.01,241.3,285.33,1909.57,0
6734,Wed Aug 10 08:01:46 CEST 2022,11.16,333,294.84,7395.3,0.03,24108.83,2.07,4,0.72,12130.81,317260.54,1.04,52.24,0,307.03,293.5,2435.32,11
6244,Wed Aug 10 08:13:21 CEST 2022,19.62,118,114.62,2130.59,0.03,13255.93,3.99,1,0.51,6630.51,110827.12,2,74.5,0.02,152.54,116.52,1327.12,11
6493,Wed Aug 10 08:15:22 CEST 2022,14.02,477,109.6,5196.97,0.02,6105.66,0.98,2,0.25,3074.21,95020.38,0.49,23.59,0,74.21,111.17,615.09,11
2511,Wed Aug 10 08:23:27 CEST 2022,19.57,532,380.33,6397.69,0.05,22050,2.89,5,0.56,11141.5,185530.15,1.46,42.35,0.01,288.16,383.53,2234.66,11
5920,Wed Aug 10 08:34:54 CEST 2022,17.65,445,528.73,5866.61,0.06,32471.46,3.52,4,0.54,16376.63,148221.57,1.78,86.35,0.01,643.82,514.5,3318.2,11
6720,Wed Aug 10 08:43:58 CEST 2022,14.28,381,994.67,6179.03,0.08,83705.51,6.85,4,0.63,42088.19,265077.17,3.44,147.03,0.01,1192.91,990.17,8338.58,11
2507,Wed Aug 10 08:58:43 CEST 2022,12.15,396,12.13,397.13,0.02,1101.52,0.66,1,0.15,551.52,15730.3,0.33,7.35,0,12.12,12,110.61,10
9754,Wed Aug 10 09:06:55 CEST 2022,13.71,384,772.07,4340.07,0.09,57157.81,6.25,5,0.78,28850,129185.31,3.16,119.59,0.01,1347.66,776.33,5645.31,1
6502,Wed Aug 10 09:14:32 CEST 2022,11.91,347,471.74,5211.05,0.06,40554.81,4.79,4,0.69,20530.03,192049.11,2.44,118.1,0.01,1022.07,479,4179.6,1
6732,Wed Aug 10 09:21:07 CEST 2022,8.55,312,1640.23,6200.2,0.11,159932.69,11.1,3,0.58,80180.77,278192.31,5.57,372.46,0.03,2936.54,1634.33,15705.77,1
3153,Wed Aug 10 09:26:21 CEST 2022,13.09,358,611.61,6998.09,0.08,55239.22,7.07,3,0.5,27715.64,256709.5,3.54,119.23,0.02,872.85,600,5435.87,1
6721,Wed Aug 10 09:37:37 CEST 2022,15.61,342,512.87,6088.66,0.08,46170.18,7.58,5,0.88,23270.18,243838.6,3.83,98.75,0.02,942.98,528.83,4489.82,11
7431,Wed Aug 10 09:43:21 CEST 2022,12.84,358,674.33,5626.44,0.08,64038.77,7.22,3,0.5,32101.01,258963.35,3.62,121.14,0.01,890.61,669.83,6337.21,1
7441,Wed Aug 10 09:49:21 CEST 2022,9.12,418,232.93,5098.66,0.05,15445.26,3.04,5,0.72,7807.75,180502.11,1.54,34.06,0.01,269.14,233.5,1559.71,11
2505,Wed Aug 10 09:58:56 CEST 2022,14.58,383,203.2,5229.5,0.03,15847.52,2.74,5,0.78,8024.02,196590.7,1.39,32.66,0.01,226.37,204.67,1597.91,1
7442,Wed Aug 10 10:12:21 CEST 2022,8.28,118,158.87,3567.29,0.06,13895.59,6.98,2,1.02,7022.03,146033.9,3.5,77.67,0.04,275.59,155.57,1422.71,10
7443,Wed Aug 10 10:14:21 CEST 2022,10.07,418,563.03,6131.2,0.07,38072.73,4.06,2,0.29,19148.33,136953.59,2.04,193.75,0.02,774.4,580.17,3889.95,1
233,Wed Aug 10 10:23:00 CEST 2022,6.5,559,143.3,7048.43,0.02,5837.92,0.82,4,0.43,2979.61,114563.51,0.42,21.14,0,106.26,144.33,602.15,0
6499,Wed Aug 10 10:38:10 CEST 2022,8.51,549,465.1,6620.83,0.03,18222.95,1.22,4,0.44,9386.89,131146.89,0.64,74.55,0,326.23,461,1857.92,11
6500,Wed Aug 10 10:49:59 CEST 2022,9.37,440,913.47,8166.57,0.07,41214,3.25,4,0.55,20779.64,228573.55,1.64,101.5,0.01,742.64,927.33,4098,1
5425,Wed Aug 10 11:00:23 CEST 2022,13.26,296,628.22,4762.08,0.11,44290.54,7.84,2,0.41,22250.68,188301.08,3.96,123.97,0.02,740.88,617.29,4343.92,1
9758,Wed Aug 10 11:05:21 CEST 2022,15.23,298,962.17,9527.71,0.1,58938.93,4.19,1,0.2,29510.74,208611.54,2.1,347.19,0.02,890.94,978.47,5655.7,1
5427,Wed Aug 10 11:11:41 CEST 2022,14.68,518,773.37,5455.87,0.1,46994.59,6.06,5,0.58,23793.82,139277.14,3.09,124.29,0.02,1146.14,785,4686.49,1
6725,Wed Aug 10 11:23:18 CEST 2022,10.99,361,441.41,6170.8,0.06,35402.99,5.12,5,0.83,17879.34,221436.23,2.58,81.16,0.01,826.87,427.83,3462.71,11
9765,Wed Aug 10 11:41:04 CEST 2022,10.79,315,343.87,6513.98,0.05,22476.19,3.13,3,0.57,11411.43,231446.86,1.6,76.57,0.01,308.57,346.5,2276.19,11
7434,Wed Aug 10 11:46:21 CEST 2022,16.51,358,149.83,6762.37,0.02,9708.94,1.67,4,0.67,4924.02,180438.1,0.85,28.7,0,170.95,148,956.98,11
5426,Wed Aug 10 11:55:40 CEST 2022,21.12,519,502.43,5794.2,0.07,30075.14,4.72,5,0.58,15186.13,166704.05,2.38,64.09,0.01,535.84,501.83,2982.2,1
6723,Wed Aug 10 12:04:59 CEST 2022,16.51,500,310.03,5653.26,0.05,19382.4,3.46,5,0.6,9854.4,160325.76,1.77,46.92,0.01,295.8,315.17,1976.4,11
5420,Wed Aug 10 12:13:47 CEST 2022,17.42,512,679.14,6662.91,0.08,42627.89,4.88,3,0.35,21363.52,191479.22,2.45,81.68,0.01,734.41,669.27,4055.39,11
