cow,date,kgm,time,meanCH4,meanCO2,meanRatioCH4_CO2,AUC_CH4,AUC_Ratio,peaks,peaks_per_minute,Sum_of_PeaksCH4,Sum_of_PeaksCO2,Sum_of_PeaksRatio,Mean_of_PeaksCH4,Mean_of_PeaksRatio,Sum_MaxPeak,meanCH4_5s,Sum_of_PeaksCH4_5s,validity
6493,Thu Aug 11 09:47:21 CEST 2022,12.18,358,354.33,3456.94,0.05,22699.44,3,1,0.17,11368.16,57561.45,1.5,143.9,0.02,446.65,360.33,2153.63,1
7371,Thu Aug 11 09:54:57 CEST 2022,15.51,382,249.53,5024.19,0.05,17816.23,3.25,5,0.79,9080.1,173791.1,1.66,47.55,0.01,290.58,248.7,1795.92,1
3132,Thu Aug 11 10:01:21 CEST 2022,19.33,418,125.97,3686.97,0.04,8794.74,2.99,4,0.57,4451.2,102740.67,1.51,23.6,0.01,124.88,125,881.34,1
7441,Thu Aug 11 10:11:24 CEST 2022,7.89,355,280.93,5854.23,0.04,26175.21,3.98,5,0.85,13179.72,271158.08,2,49.06,0.01,375.21,281.83,2629.86,0
5920,Thu Aug 11 10:17:21 CEST 2022,22.21,418,157.63,3583.61,0.04,7464.11,2,3,0.43,3736.36,95617.03,1,16.02,0,81.1,160.17,743.54,1
6498,Thu Aug 11 10:25:47 CEST 2022,13.55,512,234.06,3831.16,0.05,11391.33,2.27,6,0.7,5822.58,92343.52,1.17,30.15,0.01,222.42,235.5,1156.64,10
7437,Thu Aug 11 10:36:01 CEST 2022,12.35,498,649,7505.53,0.08,41915.66,4.9,4,0.48,21130.12,225211.33,2.47,90.3,0.01,582.53,643.67,4175.9,1
7443,Thu Aug 11 10:44:21 CEST 2022,9.87,598,360.97,7427.94,0.04,17097.99,1.71,3,0.3,8651.84,174062.81,0.86,48.8,0,200.67,362.83,1707.69,11
5546,Thu Aug 11 11:06:14 CEST 2022,7.95,365,49.83,1313.01,0.03,3060.82,1.32,2,0.33,1543.56,49457.42,0.67,11.97,0.01,37.81,48.83,305.75,11
9765,Thu Aug 11 11:39:04 CEST 2022,10.23,315,273.98,4780.81,0.04,25134.1,3.96,5,0.95,12690.29,215203.43,2,55.09,0.01,379.05,276.17,2534.86,1
6499,Thu Aug 11 11:44:21 CEST 2022,9.79,298,176.76,4983.04,0.03,11820.81,1.67,2,0.4,5923.49,185216.78,0.84,34.46,0,114.77,176.1,1185.91,11
6734,Thu Aug 11 11:52:27 CEST 2022,13.3,352,343.6,4588.3,0.05,28334.66,3.9,4,0.68,14336.25,191171.59,1.97,67.96,0.01,365.8,341.33,2811.14,0
6725,Thu Aug 11 11:58:21 CEST 2022,18.08,358,143.63,1748.97,0.06,12409.61,4.7,4,0.67,6250.39,72975.08,2.38,26.56,0.01,166.26,143.33,1250.95,0
6491,Thu Aug 11 12:04:21 CEST 2022,14.22,538,511,3783.29,0.1,25173.23,5.07,4,0.45,12665.8,92828.48,2.56,66.66,0.01,603.9,513.17,2451.3,11
6232,Thu Aug 11 12:13:21 CEST 2022,11.02,658,603.93,4939.07,0.09,19437.08,3.03,2,0.18,9762.86,85045.9,1.52,46.45,0.01,370.3,604.33,1890.46,1
7434,Thu Aug 11 12:28:07 CEST 2022,13.62,492,233.57,3485.29,0.06,13404.88,3.08,3,0.37,6787.8,92890.73,1.56,42.23,0.01,170.12,231.5,1348.78,1
6718,Thu Aug 11 12:36:21 CEST 2022,20.12,538,306.27,4695.93,0.05,14104.46,1.95,3,0.33,7125.28,119046.47,0.98,38.11,0.01,177.32,307,1420.82,11
5425,Thu Aug 11 12:51:14 CEST 2022,16.45,305,243.14,4104.93,0.05,25545.44,5.42,6,1.18,12933.25,215302.43,2.77,48.73,0.01,403.48,243.9,2556.98,1
6239,Thu Aug 11 12:56:21 CEST 2022,14.35,358,203.23,3977.42,0.07,3075.42,0.5,1,0.17,1573.74,31893.52,0.26,50.77,0.01,76.26,203.83,315.08,11
5430,Thu Aug 11 13:03:09 CEST 2022,19.84,430,242.1,3553.63,0.05,18858.14,3.88,3,0.42,9473.02,121840.74,1.95,40.42,0.01,186.28,243.67,1904.65,11
7431,Thu Aug 11 13:10:21 CEST 2022,14.59,418,279.83,4462.07,0.04,19220.1,2.49,3,0.43,9714.83,133563.16,1.26,55.23,0.01,226.79,281.5,1942.11,1
5420,Thu Aug 11 13:17:21 CEST 2022,14.67,478,532.57,3796.37,0.07,33452.64,4.78,4,0.5,16884.35,105705.44,2.41,78.57,0.01,624.35,543.57,3450.88,1
2514,Thu Aug 11 13:25:21 CEST 2022,24.18,598,237.43,3793.6,0.05,12770.17,2.41,4,0.4,6452.51,92511.37,1.22,28.45,0,172.27,237.17,1285.89,1
7436,Thu Aug 11 13:43:03 CEST 2022,8.08,256,273.97,4797.49,0.1,21796.88,4.83,3,0.7,10990.31,186811.88,2.45,70.5,0.02,320.39,271.06,2171.72,1
6490,Thu Aug 11 13:47:21 CEST 2022,23.51,298,250.27,4486.1,0.05,22473.83,3.53,3,0.6,11311.41,208077.58,1.78,57.29,0.01,247.65,248.98,2267.11,1
2513,Thu Aug 11 13:54:11 CEST 2022,10.91,368,392.21,4933.15,0.06,19184.67,2.58,3,0.49,9623.8,172009.57,1.3,50.28,0.01,236.9,374.07,1935.98,1
2516,Thu Aug 11 14:00:21 CEST 2022,12.02,418,305.83,4007.78,0.06,20749.38,4.37,4,0.57,10493.68,130947.56,2.21,52.54,0.01,289.67,306.47,2081.63,1
7442,Thu Aug 11 14:15:21 CEST 2022,11.71,358,284.07,2558.8,0.1,17354.75,5.25,3,0.5,8820.67,91020.67,2.66,62.73,0.01,276.54,281.33,1751.4,0
6723,Thu Aug 11 14:21:21 CEST 2022,14.4,418,196.03,4309.37,0.05,9743.54,2.33,3,0.43,4932.06,106428.23,1.19,31.52,0.01,133.49,198.33,994.74,11
6243,Thu Aug 11 14:28:21 CEST 2022,13.15,478,237.73,6732.4,0.04,10579.08,1.46,2,0.25,5323.43,122487.87,0.74,39.33,0.01,106.69,238.33,1068.2,11
3628,Thu Aug 11 14:42:18 CEST 2022,15.7,421,328.9,4213.27,0.07,25274.11,4.85,5,0.71,12818.05,154242.76,2.47,53.51,0.01,337.77,329.17,2556.77,1
6502,Thu Aug 11 14:51:18 CEST 2022,10.82,361,313.86,2750.67,0.05,29873.02,4.61,5,0.83,15092.74,129440.44,2.33,55.96,0.01,389.75,313.83,2997.34,1
6722,Thu Aug 11 14:57:22 CEST 2022,18.31,417,258.51,3967.51,0.07,11886.33,2,3,0.43,6032.23,101097.27,1.02,47.86,0.01,185.9,257,1226.19,11
9752,Thu Aug 11 15:10:03 CEST 2022,13.92,316,275.17,3512.8,0.05,26674.56,5.09,6,1.14,13550.89,173599.37,2.59,53.18,0.01,410.89,276.43,2704.56,1
9754,Thu Aug 11 15:25:26 CEST 2022,9.04,353,692.4,6456.27,0.11,66977.34,10.1,5,0.85,33620.4,306594.9,5.11,129.27,0.02,1534.84,704.83,6645.89,1
6732,Thu Aug 11 15:41:29 CEST 2022,10.77,410,246.27,4424.67,0.04,16638.15,2.83,4,0.59,8383.32,142866.15,1.43,37.23,0.01,220.1,246.9,1677.66,1
9785,Thu Aug 11 16:01:15 CEST 2022,13.92,304,183.35,2650.03,0.05,15833.29,4.53,4,0.79,7995,102673.03,2.3,40.28,0.01,223.42,185.33,1624.74,1
6500,Thu Aug 11 16:06:22 CEST 2022,10.95,357,280,3425.81,0.06,22349.58,4.7,3,0.5,11273.95,114290.08,2.37,63.47,0.01,262.18,280.83,2253.78,11
9765,Thu Aug 11 16:15:51 CEST 2022,7.66,268,237.49,3695.31,0.06,16844.78,4.43,3,0.67,8474.33,129117.76,2.24,55.37,0.01,252.54,239.96,1688.51,11
6244,Thu Aug 11 16:32:23 CEST 2022,13.77,356,281.1,5568.43,0.08,17615.73,5.93,4,0.67,8856.74,199391.12,2.97,43.81,0.01,279.78,279.67,1742.7,1
3131,Thu Aug 11 16:45:21 CEST 2022,15.3,298,851.3,7679.79,0.1,81769.13,8.32,5,1.01,41508.72,369979.73,4.23,211.44,0.02,1601.68,853.56,8188.59,11
233,Thu Aug 11 17:26:03 CEST 2022,9.35,316,270.47,4137.43,0.11,20961.65,10.33,6,1.14,10722.15,150093.04,5.24,55.54,0.02,451.14,270.4,2139.49,0
4110,Thu Aug 11 17:32:44 CEST 2022,15.24,575,433.53,6850.63,0.04,15106.43,1.44,4,0.42,7705.04,117355.83,0.74,47.6,0,221.74,431.83,1524.52,1
6499,Thu Aug 11 17:45:24 CEST 2022,9.49,415,430.39,5651.77,0.08,34758.07,6.08,6,0.87,17741.49,215933.2,3.12,86.13,0.01,877.16,442.17,3399.9,1
1117,Thu Aug 11 17:52:21 CEST 2022,24.66,478,491.47,3731.5,0.12,27906.28,5.26,5,0.63,14135.15,118796.23,2.66,62.9,0.01,502.72,500.33,2887.03,1
6734,Thu Aug 11 18:04:59 CEST 2022,10.75,320,169.71,3059.1,0.05,15446.25,3.68,4,0.75,7769.63,129290.25,1.86,36.19,0.01,240.75,170.23,1548,11
2504,Thu Aug 11 18:11:17 CEST 2022,11.21,302,143.47,1861.84,0.06,15435.1,6.08,4,0.79,7758.28,99550.33,3.06,30.82,0.01,189.74,145.67,1555.63,11
9758,Thu Aug 11 18:16:21 CEST 2022,17.28,358,385.87,2965.46,0.09,12467.6,3.58,2,0.34,6249.72,75342.91,1.8,42.24,0.01,142.46,400.17,1255.31,1
7957,Thu Aug 11 18:26:08 CEST 2022,16.76,311,221.11,2952.11,0.05,22411.83,5.08,6,1.16,11342.12,150490.03,2.59,42.89,0.01,360.96,223.07,2263.02,1
7435,Thu Aug 11 18:31:27 CEST 2022,17.21,412,232.8,3658.85,0.05,13776.7,2.3,3,0.44,6934.95,111769.22,1.16,37.37,0.01,168.2,231.83,1387.86,11
7441,Thu Aug 11 18:38:21 CEST 2022,8.03,418,1063.47,5271.09,0.16,77350.33,12.1,5,0.72,38862.49,186922.68,6.07,151.24,0.02,1853.11,1026.67,7771.29,1
6232,Thu Aug 11 18:45:59 CEST 2022,8.82,560,158.27,2581.37,0.08,8929.29,4.58,5,0.54,4491.43,71456.79,2.32,15.43,0.01,137.14,158.33,898.93,1
3134,Thu Aug 11 18:55:21 CEST 2022,18.98,598,188.37,2943.7,0.08,9182.61,2.94,4,0.4,4646.49,67842.14,1.5,22.4,0.01,120.4,189,922.07,1
5920,Thu Aug 11 19:09:26 CEST 2022,17.91,473,207.23,2512.57,0.12,9209.3,5.22,4,0.51,4666.81,52641.44,2.68,27.86,0.02,151.59,207.17,920.93,1
6720,Thu Aug 11 19:20:27 CEST 2022,9.86,292,273.09,2140.65,0.06,30190.68,6.36,5,1.03,15296.71,107954.79,3.23,62.87,0.01,427.4,271.34,3014.38,1
5132,Thu Aug 11 19:25:21 CEST 2022,21.99,358,307.96,5962.41,0.07,25408.49,6.04,4,0.67,12769.61,243687.82,3.03,51.65,0.01,347.26,308.5,2525.7,1
2517,Thu Aug 11 19:33:42 CEST 2022,24.02,457,221.81,4610.43,0.06,9847.09,2.94,5,0.66,5005.6,101214.35,1.51,30.11,0.01,218.6,220.57,989.15,1
2511,Thu Aug 11 19:45:19 CEST 2022,14.64,360,288.34,5853.73,0.06,18098.33,3.71,4,0.67,9139.33,198519.67,1.89,51.84,0.01,307.67,285,1843.33,1
7438,Thu Aug 11 19:51:24 CEST 2022,12.61,355,608.83,6495.84,0.12,55015.77,7.81,4,0.68,27949.86,245948.96,3.98,175.23,0.02,1020,624,5445.63,11
7443,Thu Aug 11 19:57:21 CEST 2022,8.41,418,516.16,5901.01,0.06,41681.05,5.04,4,0.57,20991.39,227603.83,2.54,85.18,0.01,639.9,510.5,4074.26,1
2505,Thu Aug 11 20:10:05 CEST 2022,13.25,494,133.91,3719.44,0.03,8095.87,1.94,4,0.49,4074.41,107173.6,0.98,18.67,0,109.8,134.73,819.11,11
7437,Thu Aug 11 20:20:12 CEST 2022,10.37,427,221.14,2867.67,0.07,15952.13,4.37,4,0.56,8005.71,109902.58,2.2,32.19,0.01,208.1,218.5,1601.03,11
5546,Thu Aug 11 20:31:54 CEST 2022,6.72,385,350.33,6607.47,0.04,30678.86,3.36,5,0.78,15523.32,289555.95,1.69,55.46,0.01,355.32,349.33,3080.73,1
5424,Thu Aug 11 20:40:11 CEST 2022,19.88,428,125.3,3600.4,0.05,4275.7,1.08,3,0.42,2178.5,69786.45,0.55,20.04,0,75.7,124.17,442.99,11
3132,Thu Aug 11 20:47:47 CEST 2022,17.51,452,81.6,2908.33,0.05,4430.97,2.04,2,0.27,2234.07,42337.17,1.04,20.61,0.01,55.75,84,443.36,1
7442,Thu Aug 11 20:59:51 CEST 2022,6.43,268,195.28,4960.57,0.05,23238.81,5.98,4,0.9,11686.57,287068.66,3.02,45.48,0.01,278.73,196.42,2317.16,0
6498,Thu Aug 11 21:04:21 CEST 2022,10.67,418,197.07,4908.06,0.07,3760.77,0.71,2,0.29,1922.01,53799.04,0.36,30.15,0.01,78.95,198,406.22,1
6493,Thu Aug 11 21:13:30 CEST 2022,10.99,409,394.13,6705.6,0.06,23873.55,3.23,5,0.73,12166.36,213440.68,1.67,64.49,0.01,401.96,393.33,2379.46,1
7436,Thu Aug 11 21:23:28 CEST 2022,11.18,291,340.08,3960.03,0.08,36562.89,8.07,5,1.03,18552.99,220544.33,4.08,75,0.02,478.35,337.48,3669.69,0
5420,Thu Aug 11 21:28:21 CEST 2022,18.14,298,300.74,4412.18,0.06,24700.67,3.91,3,0.6,12434.9,188426.17,1.97,66.39,0.01,287.92,303.22,2506.71,1
6502,Thu Aug 11 21:50:16 CEST 2022,5.63,303,364.23,3559.7,0.11,42114.85,9.55,3,0.59,21166.34,205269.31,4.78,95.89,0.02,742.57,370.67,4316.83,0
9754,Thu Aug 11 21:55:21 CEST 2022,8.17,358,252.77,3578.06,0.08,21078.77,6.78,4,0.67,10634.08,140417.09,3.43,46.21,0.01,263.13,255.5,2105.03,1
9759,Thu Aug 11 22:06:02 CEST 2022,7.81,377,157.03,2879.97,0.07,9087.53,3.91,3,0.48,4596.29,76014.43,1.98,30.66,0.01,133.69,155.33,929.44,0
5425,Thu Aug 11 22:14:20 CEST 2022,14.69,299,691.73,5949.95,0.1,80933.78,11.53,4,0.8,40593.31,338664.88,5.81,150.08,0.02,1680.6,676.67,7920.4,1
5426,Thu Aug 11 22:19:21 CEST 2022,22.81,358,151.63,2069.87,0.1,8499.22,2.91,3,0.5,4285.47,64091.06,1.49,27.69,0.01,129.72,149.2,870.17,0
7431,Thu Aug 11 22:28:10 CEST 2022,14.09,429,251.43,4039.97,0.06,16050.35,3.56,5,0.7,8149.65,131331.47,1.81,39.37,0.01,269.93,250.67,1634.97,1
3153,Thu Aug 11 22:35:22 CEST 2022,11.23,477,485.57,5353.9,0.06,33651.57,4,4,0.5,16969.81,159338.36,2.02,86.36,0.01,639.62,497.5,3260.38,10
6725,Thu Aug 11 22:55:32 CEST 2022,15.44,467,131.63,2622.31,0.05,6905.78,2.61,5,0.64,3494.65,65140.73,1.33,18.29,0.01,129.76,130.67,701.5,11
7371,Thu Aug 11 23:13:04 CEST 2022,12.97,315,304.63,3724.2,0.05,33052.57,5.49,4,0.76,16667.43,188996.19,2.77,69.55,0.01,390.1,304.3,3336.38,10
9765,Thu Aug 11 23:19:31 CEST 2022,10.77,348,225.77,3189,0.04,14955.52,2.49,4,0.69,7591.72,111556.9,1.27,44.56,0.01,251.03,226.6,1493.45,11
9779,Thu Aug 11 23:26:34 CEST 2022,12.59,345,265.1,5502.8,0.04,25646.96,3.37,3,0.52,12890.43,230481.04,1.7,56.51,0.01,248.7,265.83,2568.7,11
6721,Thu Aug 11 23:33:30 CEST 2022,11.43,289,229.1,3705.36,0.05,14113.08,2.93,5,1.04,7263.11,114707.13,1.53,55.87,0.01,364.36,232,1454.12,11
6500,Thu Aug 11 23:38:21 CEST 2022,9.57,358,580.37,5503.38,0.08,52364.25,7.07,4,0.67,26272.63,230942.01,3.56,99.27,0.01,1252.79,602.17,5270.95,11
6499,Thu Aug 11 23:44:58 CEST 2022,8.81,441,577.53,5675.77,0.07,41854.15,5.25,4,0.54,21029.66,185479.73,2.63,93.18,0.01,884.9,573.67,4176.33,1
3628,Thu Aug 11 23:54:26 CEST 2022,12.27,353,419.73,5470.53,0.08,38763.74,7.28,5,0.85,19607.93,257662.78,3.67,70.64,0.01,467.42,415,3888.95,0
9752,Fri Aug 12 00:01:53 CEST 2022,14.12,326,747.09,5341.81,0.09,63658.16,7.58,4,0.74,32029.33,235981.84,3.82,143.83,0.02,1147.18,738.83,6239.63,1
2507,Fri Aug 12 00:07:21 CEST 2022,15.19,418,331.53,2951.9,0.05,24717.99,4.1,4,0.57,12455.31,107721.53,2.06,49.37,0.01,314.5,328.67,2452.25,1
6239,Fri Aug 12 00:16:50 CEST 2022,12.17,389,225.03,5044.53,0.04,12761.03,2.46,5,0.77,6509.31,125697.99,1.26,40.06,0.01,257.58,226.83,1302.42,1
6490,Fri Aug 12 00:24:11 CEST 2022,20.42,428,149.43,3833.95,0.04,8575.23,1.98,2,0.28,4302.34,92437.01,0.99,26.59,0.01,92.52,149.17,860.75,1
7434,Fri Aug 12 00:31:21 CEST 2022,15.92,478,601.4,5036.1,0.08,35732.64,4.51,3,0.38,17909.62,143282.01,2.26,81.47,0.01,764.44,589.33,3471.97,11
6734,Fri Aug 12 00:43:32 CEST 2022,11.7,347,258.03,4119.33,0.06,22323.8,4.87,4,0.69,11276.2,175512.28,2.46,50.86,0.01,314.87,257.17,2243,1
6243,Fri Aug 12 00:49:21 CEST 2022,13.52,418,87.2,1694.61,0.04,6610.05,2.9,3,0.43,3314.35,50485.26,1.46,15.57,0.01,78.95,87.17,657.42,11
3131,Fri Aug 12 00:58:17 CEST 2022,13.02,482,153.83,3343.73,0.03,9973.94,1.67,6,0.75,5045.23,106009.54,0.85,19.59,0,162.82,155.17,1006.56,1
6232,Fri Aug 12 01:06:21 CEST 2022,7.79,538,506.97,7057.73,0.06,31568.03,2.95,4,0.45,15898.88,192036.8,1.49,67.89,0.01,543.68,502.33,3063.57,1
9758,Fri Aug 12 01:19:34 CEST 2022,15.08,465,150.83,2493.83,0.06,10027.1,4.01,4,0.52,5094.19,80806.45,2.03,28.46,0.01,181.29,148.17,1001.29,0
6723,Fri Aug 12 01:27:21 CEST 2022,12.43,478,222.27,4466.59,0.04,13857.74,2.22,6,0.75,7064.44,141986.36,1.14,31.4,0.01,231.59,222.67,1423.43,10
9750,Fri Aug 12 01:35:46 CEST 2022,23.06,573,543.57,7187.13,0.05,24608.38,2.51,3,0.31,12391.62,153722.3,1.26,56.39,0.01,242.93,545.5,2469.11,11
233,Fri Aug 12 01:49:45 CEST 2022,9.76,334,238.33,6056.45,0.04,23719.76,3.4,5,0.9,11938.92,298957.01,1.72,43.08,0.01,341.32,237.5,2378.44,10
5420,Fri Aug 12 01:59:35 CEST 2022,10.7,404,195.53,7095.07,0.03,9515.35,1.31,5,0.74,4908.42,145563.86,0.68,36.63,0.01,201.98,193.5,971.29,10
7436,Fri Aug 12 02:33:06 CEST 2022,7.03,253,164.09,3640.79,0.04,16717,4,4,0.95,8480.63,166897.23,2.03,51.04,0.01,272.73,164.4,1671.94,1
7957,Fri Aug 12 02:37:21 CEST 2022,14.56,298,157.02,4130.64,0.04,11468.46,2.28,3,0.6,5784.56,138952.75,1.15,37.61,0.01,157.05,157.12,1157.72,1
9754,Fri Aug 12 02:42:21 CEST 2022,6,358,264.21,3712.81,0.04,26107.37,4.41,5,0.84,13118.21,180674.41,2.22,42.63,0.01,337.71,266.77,2619.89,1
5430,Fri Aug 12 02:49:46 CEST 2022,21.07,453,109.9,5987.03,0.02,8584.11,1.34,3,0.4,4294.04,173568.21,0.67,20.23,0,120.53,109.33,855.63,10
2517,Fri Aug 12 02:57:22 CEST 2022,13.63,477,688.03,6958.97,0.08,46758.49,5.66,3,0.38,23500.63,205280.25,2.84,114.12,0.01,644.65,710.17,4606.29,1
6244,Fri Aug 12 03:08:19 CEST 2022,18.35,420,290.3,5514.5,0.04,22710.86,2.8,4,0.57,11403.43,212476.29,1.41,41.98,0.01,278,286.33,2272.29,0
4110,Fri Aug 12 03:15:21 CEST 2022,12.17,418,411.03,6540.82,0.05,26391.39,3.03,3,0.43,13283.25,160717.03,1.53,81.14,0.01,531.1,405.17,2580.86,11
2514,Fri Aug 12 03:22:21 CEST 2022,23.8,538,789.09,7496.79,0.08,47208.85,4.77,4,0.45,23789.44,200288.7,2.4,107.77,0.01,749.67,800.53,4681.56,1
2516,Fri Aug 12 03:47:58 CEST 2022,22.12,441,380.03,5309.41,0.06,20876.19,2.95,5,0.68,10658.5,163928.98,1.49,55.76,0.01,402.04,376,2108.84,1
6732,Fri Aug 12 04:04:21 CEST 2022,6.82,358,522.9,5840.39,0.05,33345.25,3.19,4,0.67,16934.08,151276.42,1.62,106.3,0.01,743.3,526.83,3482.68,11
6493,Fri Aug 12 04:11:21 CEST 2022,7.14,358,745.27,4484.16,0.1,68865.92,9.11,3,0.5,34541.9,168152.18,4.57,181.72,0.02,1526.82,709.33,7250.28,11
9785,Fri Aug 12 04:17:58 CEST 2022,18.27,381,192.5,5817.73,0.04,16218.9,2.32,4,0.63,8207.87,221057.32,1.18,39.64,0.01,215.75,192.5,1631.5,0
5132,Fri Aug 12 04:24:22 CEST 2022,13.56,417,180.3,5242.69,0.03,6602.88,1.05,2,0.29,3358.27,67275.68,0.53,45.05,0.01,123.02,183.83,650.36,11
9752,Fri Aug 12 04:35:07 CEST 2022,9.12,252,307.6,6974.78,0.05,30896.19,5.33,5,1.19,15685.71,334004.76,2.7,81.53,0.01,598.81,305.8,3138.1,1
3134,Fri Aug 12 04:39:21 CEST 2022,14.88,358,206.9,4360.99,0.04,12390.5,2.24,2,0.34,6207.82,111203.13,1.12,45.86,0.01,164.25,206.33,1231.84,11
7371,Fri Aug 12 04:49:12 CEST 2022,10.39,307,138.57,3017.8,0.05,12893.16,4.12,5,0.98,6480.78,146200.65,2.07,26.58,0.01,215.96,138.5,1295.77,11
6500,Fri Aug 12 04:54:21 CEST 2022,4.59,418,156.2,4123.66,0.03,10076.56,1.9,3,0.43,5089.95,111066.6,0.96,33.04,0.01,142.11,156.83,1013.4,1
5425,Fri Aug 12 05:08:02 CEST 2022,11.67,257,26.94,1026.49,0.03,3228.79,1.97,1,0.23,1617.9,23596.11,0.99,29.96,0.02,58.37,27.25,322.18,0
2513,Fri Aug 12 05:12:21 CEST 2022,21.1,298,89.7,2562.94,0.03,7340.94,2.55,3,0.6,3688.59,88191.95,1.28,25.21,0.01,117.79,91.36,722.82,1
6722,Fri Aug 12 05:17:22 CEST 2022,22.29,597,703.37,6135.21,0.08,34119.6,4.16,4,0.4,17129.65,137015.88,2.09,68.75,0.01,705.03,720.67,3524.62,11
9765,Fri Aug 12 05:34:07 CEST 2022,10.35,312,248.5,5290.67,0.04,20178.85,3.02,5,0.96,10234.62,203980.38,1.54,51.7,0.01,350,246.17,2040.38,1
6725,Fri Aug 12 05:39:27 CEST 2022,10.36,352,120.17,6237.29,0.02,4471.02,0.46,2,0.34,2287.5,94725,0.24,38.88,0,89.49,121.17,473.86,11
5424,Fri Aug 12 05:46:28 CEST 2022,15.49,351,109,2691.54,0.03,8528.21,1.98,3,0.51,4304.27,69550.43,1,30.24,0.01,126.5,110,871.79,1
2507,Fri Aug 12 06:02:33 CEST 2022,13.75,406,308.4,4509.6,0.08,27246.8,7.26,4,0.59,13669.95,187742.36,3.64,55.89,0.01,629.56,312.17,2765.02,0
6718,Fri Aug 12 06:23:21 CEST 2022,15.61,358,191.9,6509.23,0.03,17668.16,2.49,3,0.5,8896.09,226458.1,1.25,48.19,0.01,231.28,193.17,1784.92,1
9750,Fri Aug 12 06:41:49 CEST 2022,13.82,390,70.23,3178.73,0.02,5296.92,1.39,3,0.46,2650.77,93178.15,0.7,14.96,0,78.46,71,532.31,11
6734,Fri Aug 12 06:50:56 CEST 2022,10.79,323,268.23,6920.03,0.03,21392.69,2.46,3,0.56,10757.28,280616.1,1.23,53.18,0.01,248.54,267.33,2149.6,11
9758,Fri Aug 12 06:56:24 CEST 2022,11.71,415,152.33,2714.27,0.05,12575.42,3.82,6,0.87,6423.61,90707.86,1.94,31.23,0.01,276.14,150.33,1267.95,0
7435,Fri Aug 12 07:12:22 CEST 2022,19.16,117,6.19,885.07,0.01,743.59,0.47,1,0.51,374.36,22577.44,0.24,16.28,0.01,25.64,6.09,71.79,10
3153,Fri Aug 12 07:14:21 CEST 2022,15.48,478,423.43,7141.27,0.05,27391.63,2.89,4,0.5,13818.83,211950.63,1.46,75.14,0.01,530.96,418.5,2757.74,11
7431,Fri Aug 12 07:34:14 CEST 2022,14.4,425,1630.03,9723.23,0.09,131154.35,7,5,0.71,65960.47,368610.35,3.53,243.7,0.01,2781.18,1645.5,12828.71,11
6502,Fri Aug 12 07:43:46 CEST 2022,8.65,333,260.24,4097.2,0.04,15914.23,2.23,3,0.54,8007.21,135931.53,1.12,43.62,0.01,205.05,257,1594.23,1
6232,Fri Aug 12 07:49:21 CEST 2022,7.9,358,253.37,4595.58,0.05,22682.68,4.46,4,0.67,11396.65,208620.34,2.24,42.83,0.01,289.11,254.83,2274.3,1
9779,Fri Aug 12 07:59:21 CEST 2022,9.7,298,116.29,3370.5,0.03,9487.25,1.88,4,0.81,4866.44,127111.41,0.98,40.4,0.01,221.48,116.27,974.5,10
6721,Fri Aug 12 08:04:55 CEST 2022,13.79,324,354.13,7183.91,0.04,24025.93,3.03,3,0.56,12135.19,231764.44,1.55,73.61,0.01,301.85,358,2418.52,11
9759,Fri Aug 12 08:10:21 CEST 2022,8.45,358,365.41,6211.52,0.05,31851.96,3.8,4,0.67,16017.99,280577.43,1.91,59.25,0.01,371.9,363.23,3172.96,1
6720,Fri Aug 12 08:18:08 CEST 2022,11.38,311,288.06,3936.91,0.05,32198.2,5.31,4,0.77,16181.48,219031.64,2.67,63.2,0.01,414.21,288.7,3233.05,1
7438,Fri Aug 12 08:23:21 CEST 2022,15.33,358,201.57,5457.07,0.04,13327.37,1.84,3,0.5,6693.85,205498.99,0.93,36.3,0,175.14,199.83,1335.75,1
2505,Fri Aug 12 08:29:28 CEST 2022,16.57,411,364.68,8767.82,0.04,24164.09,2.33,4,0.58,12235.04,258852.55,1.18,63.58,0.01,345.11,363,2477.08,0
1117,Fri Aug 12 08:36:21 CEST 2022,23.86,478,432.47,6451.31,0.06,23588.28,3.56,4,0.5,11883.26,194241.84,1.8,47.63,0.01,276.15,450.83,2383.68,1
5920,Fri Aug 12 08:45:09 CEST 2022,25.17,550,337.54,5779.4,0.04,17454.11,2.38,4,0.44,8818.04,149032.8,1.2,40.61,0.01,222.98,340.5,1764.22,1
7437,Fri Aug 12 08:54:21 CEST 2022,12.84,538,285.77,6945.67,0.05,13447.58,1.71,2,0.22,6766.17,135681.19,0.86,46.8,0.01,137.17,286.33,1351.67,1
5546,Fri Aug 12 09:08:09 CEST 2022,8.49,370,267.5,9983.67,0.02,22426.38,1.71,6,0.97,11390.27,418177.3,0.88,46.53,0,363.57,268,2273.84,0
7443,Fri Aug 12 09:14:21 CEST 2022,8.54,598,54.47,5643.17,0.01,2354.85,0.39,3,0.3,1186.96,78106.96,0.2,9.84,0,42.64,54.5,239.8,11
7441,Fri Aug 12 09:32:35 CEST 2022,7.04,464,27.3,3905.87,0.01,1727.59,0.23,2,0.26,865.09,78126.72,0.12,8.91,0,31.03,26.5,169.4,10
5427,Fri Aug 12 09:40:25 CEST 2022,19.53,534,59.27,2826.63,0.02,2322.47,0.53,3,0.34,1178.65,41843.15,0.27,12.42,0,62.92,59.17,238.2,0
