98905,1,69,3,88,13, NA, NA, NA,6172.62, NA, NA, NA,98905
98905,1,71,3,102,53,365.00,1957.99,1.96,7370.22,0.03, NA, NA,98905
98905,1,69,3,88,8, NA, NA, NA,7053.29, NA, NA, NA,98905
98905,1,71,3,102,52,601.92,2360.75,1.96,7876.21,0.06, NA, NA,98905
98905,1,69,3,88,12, NA, NA, NA,6581.15, NA, NA, NA,98905
98905,1,69,3,88,9, NA, NA, NA,6739.47, NA, NA, NA,98905
98905,1,69,3,88,11, NA, NA, NA,7003.37, NA, NA, NA,98905
98905,1,71,3,102,54,507.94,2466.59,2.07,8188.54,0.04,146.04,6.90,98905
98905,1,69,3,88,14, NA, NA, NA,6590.55, NA, NA, NA,98905
98905,1,69,3,88,10, NA, NA, NA,6830.66, NA, NA, NA,98905
76041,1,69,3,66,18, NA, NA, NA,6757.95, NA, NA, NA,76041
76041,1,69,3,66,3, NA, NA, NA,4361.41, NA, NA, NA,76041
76041,1,68,3,55,4, NA, NA, NA,3597.74, NA, NA, NA,76041
76041,1,68,3,55,2, NA, NA, NA,4106.40, NA, NA, NA,76041
76041,1,68,3,55,5, NA, NA, NA,3834.53, NA, NA, NA,76041
76041,1,69,3,66,18, NA, NA, NA,6679.88, NA, NA, NA,76041
76041,1,68,3,55,6, NA, NA, NA,4823.33, NA, NA, NA,76041
76041,1,70,3,66,24, NA, NA, NA,6316.29, NA, NA, NA,76041
76041,1,68,3,55,1, NA, NA, NA,3990.80, NA, NA, NA,76041
76041,1,69,3,66,4, NA, NA, NA,4723.32, NA, NA, NA,76041
76041,1,68,3,55,8, NA, NA, NA,4415.70, NA, NA, NA,76041
76041,1,68,3,55,7, NA, NA, NA,5264.68, NA, NA, NA,76041
76041,1,69,3,66,20, NA, NA, NA,6038.56, NA, NA, NA,76041
76041,1,69,3,66,21, NA, NA, NA,5988.65, NA, NA, NA,76041
76041,1,69,3,66,3, NA, NA, NA,3905.95, NA, NA, NA,76041
76041,1,69,3,66,19, NA, NA, NA,7076.98, NA, NA, NA,76041
76041,1,70,3,66,23, NA, NA, NA,6935.54, NA, NA, NA,76041
76041,1,68,3,55,3, NA, NA, NA,4427.89, NA, NA, NA,76041
77807,1,68,2,34,10, NA, NA, NA,4546.05, NA, NA, NA,77807
77807,1,69,3,45,4, NA, NA, NA,2287.84, NA, NA, NA,77807
77807,1,69,3,45,18, NA, NA, NA,1462.43, NA, NA, NA,77807
77807,1,69,3,45,2, NA, NA, NA,1456.28, NA, NA, NA,77807
77807,1,72,3,85,2,164.37,839.35,2.69,4012.19,0.02, NA,1.32,77807
77807,1,71,3,72,3,335.90,1939.16, NA,4770.22,0.04,204.91,4.98,77807
77807,1,69,3,45,3, NA, NA, NA,1865.38, NA, NA, NA,77807
77807,1,71,3,72,9,190.98,1075.46,2.52,4629.80,0.02, NA, NA,77807
77807,1,68,2,34,7, NA, NA, NA, NA, NA, NA, NA,77807
77807,1,71,3,72,7,208.20,1297.02, NA, NA, NA, NA, NA,77807
77807,1,68,2,34,4, NA, NA, NA,4017.65, NA, NA, NA,77807
77807,1,71,3,72,4,302.42,2062.66, NA,3461.85,0.03,145.30,3.53,77807
77807,1,69,3,45,21, NA, NA, NA, NA, NA, NA, NA,77807
77807,1,68,2,34,6, NA, NA, NA,3871.64, NA, NA, NA,77807
77807,1,68,2,34,8, NA, NA, NA,1810.01, NA, NA, NA,77807
77807,1,71,3,72,8,261.43,1186.94, NA,5579.28,0.02, NA, NA,77807
77807,1,72,3,85,1,235.48,740.57,2.23,3041.87,0.04,169.98,4.11,77807
77807,1,70,3,45,24, NA, NA, NA,1722.44, NA, NA, NA,77807
77807,1,72,3,85,3,194.35,904.59, NA,3722.04,0.02,102.01,2.47,77807
77807,1,71,3,72,2,523.56, NA, NA,6437.35,0.03,113.00,3.01,77807
77807,1,68,2,34,5, NA, NA, NA,5083.05, NA, NA, NA,77807
77807,1,70,3,45,23, NA, NA, NA,2032.35, NA, NA, NA,77807
77807,1,71,3,72,5,321.81,2608.11, NA,4604.93,0.03,146.94,3.57,77807
77807,1,68,2,34,11, NA, NA, NA,3666.40, NA, NA, NA,77807
77807,1,68,2,34,9, NA, NA, NA,2361.56, NA, NA, NA,77807
77807,1,71,3,72,1,287.00,1912.21, NA,4181.14,0.02, NA,1.17,77807
77807,1,69,3,45,20, NA, NA, NA,1385.97, NA, NA, NA,77807
77807,1,71,3,60,13, NA, NA, NA,1692.00, NA, NA, NA,77807
77807,1,71,3,72,6,452.35, NA, NA, NA, NA, NA, NA,77807
77807,1,69,3,45,18, NA, NA, NA,2144.67, NA, NA, NA,77807
77805,1,72,3,65,12,697.39,1767.62,1.73, NA, NA, NA, NA,77805
77805,1,72,3,65,8,777.67,2165.82,1.74, NA, NA, NA, NA,77805
77805,1,72,3,65,14,598.48,1981.40,1.90, NA, NA, NA, NA,77805
77805,1,72,3,65,1,592.80,1442.28,1.76, NA, NA, NA, NA,77805
77805,1,72,3,65,13,578.88,1670.88,1.71, NA, NA, NA, NA,77805
77805,1,72,3,65,7,688.65,1864.99,1.69, NA, NA, NA, NA,77805
77805,1,72,3,65,4,737.24,1565.82,1.55, NA, NA, NA, NA,77805
77805,1,72,3,65,11,698.05,2370.90,2.05, NA, NA, NA, NA,77805
77805,1,72,3,65,10,813.03,2184.87,1.89, NA, NA, NA, NA,77805
77805,1,72,3,65,5,600.90,1621.81,1.71, NA, NA, NA, NA,77805
77805,1,72,3,65,9,916.69,2201.88,1.76, NA, NA, NA, NA,77805
77805,1,72,3,65,6,681.25,1418.16,1.33, NA, NA, NA, NA,77805
77805,1,72,3,65,3,526.30,1556.02,1.72, NA, NA, NA, NA,77805
77805,1,72,3,65,2,740.93,1604.87,1.59, NA, NA, NA, NA,77805
100691,1,72,3,90,24, NA, NA, NA,8518.43, NA, NA, NA,100691
100691,1,72,3,90,10,614.14,2532.25,2.49, NA, NA, NA, NA,100691
100691,1,72,3,90,12,870.82, NA,2.47, NA, NA, NA, NA,100691
100691,1,69,3,61,14, NA, NA, NA,6069.50, NA, NA, NA,100691
100691,1,72,3,90,20, NA,1997.90,1.73,9867.75,0.07,415.97,10.48,100691
100691,1,69,3,61,12, NA, NA, NA,8155.27, NA, NA, NA,100691
100691,1,72,3,90,9, NA,2028.29,1.70, NA, NA, NA, NA,100691
100691,1,72,3,90,14, NA,2062.67,1.64,9867.75, NA, NA, NA,100691
100691,1,72,3,90,11,644.86,2230.11,2.25, NA, NA, NA, NA,100691
100691,1,72,3,90,13, NA, NA,2.27, NA, NA, NA, NA,100691
100691,1,72,3,90,23, NA, NA, NA,7459.55, NA, NA, NA,100691
100691,1,69,3,61,11, NA, NA, NA,6087.44, NA, NA, NA,100691
100691,1,69,3,61,11, NA, NA, NA,7131.12, NA, NA, NA,100691
100691,1,69,3,61,13, NA, NA, NA,7006.54, NA, NA, NA,100691
100691,1,70,3,61,18, NA, NA, NA,6983.26, NA, NA, NA,100691
100691,1,72,3,90,21,798.55,1583.47,1.51,7564.86, NA, NA, NA,100691
100691,1,70,3,61,16, NA, NA, NA,7281.95, NA, NA, NA,100691
77801,1,72,3,73,5,301.75,1482.27,1.95,7246.21,0.02, NA, NA,77801
77801,1,72,3,73,3,404.31, NA, NA,4576.79,0.03,140.24,3.46,77801
77801,1,72,3,73,4,492.27,1823.07,2.03,6889.21,0.03, NA, NA,77801
77801,1,72,3,73,6,291.47,1629.96,2.35,6254.33,0.02, NA, NA,77801
77799,1,72,3,72,12,237.76,833.81,1.24,5761.46,0.02,105.09,2.41,77799
77799,1,72,3,72,16,334.14,954.73,1.49,6578.04,0.00, NA, NA,77799
77799,1,73,3,72,28,214.68,813.52,1.74,4567.85,0.02,65.70,1.97,77799
77799,1,73,3,72,29,165.57,910.58,1.84,4606.96,0.02,61.35,1.84,77799
77799,1,73,3,72,26,575.80,1816.70,1.77,8630.44,0.03,152.17,4.51,77799
77799,1,71,3,60,11,786.95,2327.08,1.78, NA, NA, NA, NA,77799
77799,1,72,3,72,14,158.71,941.12,1.56,4906.55,0.00, NA,0.35,77799
77799,1,73,3,72,33,421.55,1561.02,1.84,7419.36,0.03, NA, NA,77799
77799,1,71,3,60,11,663.24,1994.32,1.55, NA, NA, NA, NA,77799
77799,1,72,3,72,11,377.50,1173.21,1.37, NA, NA, NA, NA,77799
77799,1,73,3,72,27,188.45,835.44,1.76,4311.58,0.02,99.18,2.94,77799
77799,1,73,3,72,32,356.72,1470.38,1.94,4907.26,0.02, NA, NA,77799
77799,1,73,3,72,30,187.43,997.42,1.99,3664.89,0.03,156.60,4.71,77799
77799,1,73,3,72,36,173.39,617.32,1.59,4229.23,0.02, NA, NA,77799
77799,1,72,3,72,13,159.89,1015.65,1.66,3754.35,0.02,105.74,2.42,77799
77799,1,72,3,72,11,415.57,1153.11,1.48,7281.91,0.02,111.19,2.55,77799
77799,1,72,3,72,15,267.54,738.37,1.47,5591.10,0.00, NA, NA,77799
77799,1,73,3,72,25,742.96,1706.86,1.41,9867.28,0.07,400.74,11.88,77799
77799,1,73,3,72,34,272.99,1005.09,1.73,6824.88,0.02, NA, NA,77799
77799,1,73,3,72,25,575.67,2115.89,1.92,5741.16,0.04,182.38,5.41,77799
77799,1,71,3,60,12,833.07,1650.69,1.37, NA, NA, NA, NA,77799
77799,1,73,3,72,31,88.65,515.11,1.85,2388.23,0.00, NA,1.63,77799
77799,1,72,3,72,9,340.74,1028.71,1.52,8414.15,0.02, NA, NA,77799
89953,1,68,3,58,19, NA, NA, NA,3942.52, NA, NA, NA,89953
89953,1,68,3,58,13, NA, NA, NA,4418.02, NA, NA, NA,89953
89953,1,69,3,73,16, NA, NA, NA,4595.57, NA, NA, NA,89953
89953,1,68,3,58,18, NA, NA, NA,4829.60, NA, NA, NA,89953
89953,1,68,3,58,14, NA, NA, NA,4953.13, NA, NA, NA,89953
89953,1,69,3,73,12, NA, NA, NA,5603.95, NA, NA, NA,89953
89953,1,68,3,58,13, NA, NA, NA,3826.86, NA, NA, NA,89953
89953,1,70,3,73,18, NA, NA, NA,5026.53, NA, NA, NA,89953
89953,1,68,3,58,17, NA, NA, NA,3505.81, NA, NA, NA,89953
89953,1,68,3,58,15, NA, NA, NA,1868.69, NA, NA, NA,89953
89953,1,68,3,58,16, NA, NA, NA,2484.40, NA, NA, NA,89953
89953,1,69,3,73,15, NA, NA, NA,5003.00, NA, NA, NA,89953
89953,1,69,3,73,14, NA, NA, NA,5692.41, NA, NA, NA,89953
89953,1,69,3,73,13, NA, NA, NA,5713.31, NA, NA, NA,89953
89953,1,70,3,73,19, NA, NA, NA,5492.80, NA, NA, NA,89953
77797,1,71,2,34,29,396.61,1178.83,1.67, NA, NA, NA, NA,77797
77797,1,71,2,34,27,313.18,873.45,1.67,5057.63,0.02,84.97,3.60,77797
77797,1,71,2,34,23,221.80,821.46,1.73,3772.58,0.03,129.00,4.18,77797
77797,1,71,2,34,28,426.91,1166.58,1.61,5086.01,0.06,278.07,11.78,77797
77797,1,71,2,34,23,310.99,1058.11,1.95, NA, NA, NA, NA,77797
77797,1,71,2,34,22,278.12,1132.44,2.26,3853.33,0.06,301.32,9.77,77797
77793,1,72,3,73,13,300.76,1924.11,2.36,5353.44,0.04,201.07,4.48,77793
77793,1,72,3,73,15,329.43, NA, NA,6095.48,0.02,133.29,3.07,77793
77793,1,71,3,59,8,438.49, NA,2.46,7149.91,0.05, NA, NA,77793
77793,1,72,3,73,20,258.68,1338.77,2.20,7019.74,0.02, NA, NA,77793
77793,1,72,3,73,12,417.03,2268.26,2.30,7590.30,0.03,139.53,3.11,77793
77793,1,71,3,59,19,607.27, NA,2.47,9643.42,0.04,226.29,5.83,77793
77793,1,72,3,73,11,532.66, NA,2.79, NA, NA, NA, NA,77793
77793,1,72,3,73,9,464.74,2072.23,2.13,8723.43,0.03, NA, NA,77793
77793,1,71,3,59,18,668.19, NA,2.23, NA, NA, NA, NA,77793
77793,1,72,3,73,19,250.92,836.35,1.74,6212.93,0.02,119.90,2.98,77793
77793,1,71,3,59,10,493.73, NA,2.49,8501.47,0.03,119.29,2.53,77793
77793,1,72,3,73,14,165.14,1758.04, NA,3524.02,0.02,101.56,2.26,77793
77793,1,71,3,59,9,353.91, NA,2.84,6673.95,0.04, NA, NA,77793
77791,1,68,3,65,19, NA, NA, NA,4307.47, NA, NA, NA,77791
77791,1,68,3,65,21, NA, NA, NA,4305.97, NA, NA, NA,77791
77791,1,68,3,65,23, NA, NA, NA,2065.75, NA, NA, NA,77791
77791,1,69,3,78,7, NA, NA, NA,4519.49, NA, NA, NA,77791
77791,1,68,3,65,22, NA, NA, NA,1703.30, NA, NA, NA,77791
77791,1,69,3,78,11, NA, NA, NA,4189.32, NA, NA, NA,77791
77791,1,68,3,65,20, NA, NA, NA,5346.58, NA, NA, NA,77791
77791,1,69,3,78,10, NA, NA, NA,5446.69, NA, NA, NA,77791
77791,1,69,3,78,9, NA, NA, NA,5102.67, NA, NA, NA,77791
77791,1,69,3,78,8, NA, NA, NA,5292.94, NA, NA, NA,77791
33634,3,37,3,48,26,358.56,308.37,0.50, NA, NA, NA, NA,33634
33634,3,37,3,48,25,372.00,326.58,0.55, NA, NA, NA, NA,33634
33634,3,37,3,48,24,530.42,549.58,0.51, NA, NA, NA, NA,33634
33634,3,37,3,48,27,144.81,77.77,0.47, NA, NA, NA, NA,33634
33634,3,37,3,48,24,393.64,303.07,0.51, NA, NA, NA, NA,33634
34004,3,35,1,19,0,427.38,369.83,0.35,5079.73,0.09,344.74,13.00,34004
34003,3,36,3,47,27,302.29,298.48,0.45,3932.71,0.08,481.11,9.19,34003
34003,3,36,3,47,26,118.59,46.93,0.44,2085.77,0.07,397.32,7.59,34003
34003,3,36,3,47,30,250.80,163.70,0.51,4331.94,0.06,371.36,7.46,34003
34003,3,36,3,47,29,353.85,321.78,0.52,4375.20,0.08,469.88,9.44,34003
34003,3,36,3,47,28,288.12,187.63,0.49,4690.36,0.07,394.41,7.53,34003
34002,3,35,1,18,0,338.05,270.21,0.46,5700.78,0.06,282.69,7.58,34002
34002,3,35,1,18,6,335.15,246.30,0.44,4651.44,0.08,329.51,7.99,34002
34002,3,35,1,18,1,414.10,282.40,0.44,6376.41,0.07,311.20,8.34,34002
34002,3,35,1,18,0,259.64,101.87,0.35,5535.09,0.05,223.59,5.99,34002
34002,3,35,1,18,3,810.32,770.61,0.47,7652.01,0.10,481.37,12.91,34002
34002,3,35,1,18,4,698.85,516.35,0.45,7961.68,0.09,416.66,11.17,34002
34002,3,35,1,18,5,520.09,363.39,0.46,7489.27,0.07,317.63,8.04,34002
34002,3,35,1,18,2,647.74,479.24,0.48,8578.77,0.08,350.05,9.39,34002
33473,3,37,3,62,26,137.76,11.22,0.42, NA, NA, NA, NA,33473
33473,3,37,3,62,25,177.49,29.87,0.43, NA, NA, NA, NA,33473
33473,3,37,3,62,28,160.20,45.56,0.41, NA, NA, NA, NA,33473
33473,3,37,3,62,27,130.78, NA,0.44, NA, NA, NA, NA,33473
33473,3,37,3,62,24,176.31,16.92,0.42, NA, NA, NA, NA,33473
