33750,3,35,2,36,36,269.93,225.64,0.46,5114.48,0.06,340.02,7.81,33750
33750,3,38,2,36,27,154.98,170.16,0.38,3077.72,0.05,290.85,5.58,33750
33750,3,35,2,36,35,297.20,202.49,0.41,4873.30,0.07,387.76,8.41,33750
33750,3,35,2,36,32,272.39,271.56,0.44,4254.82,0.07,371.15,7.43,33750
33750,3,35,2,36,33,244.63,199.40,0.44,3782.36,0.07,440.02,8.81,33750
33750,3,35,2,36,31,153.98,119.16,0.42,3292.21,0.06,336.44,6.74,33750
33750,3,35,2,36,28,106.53,26.91,0.40,2770.08,0.05,288.83,5.54,33750
33750,3,35,2,36,29,186.96,204.02,0.45,3259.62,0.06,355.95,6.83,33750
33750,3,35,2,36,34,292.47,237.24,0.42,4385.12,0.07,444.92,8.91,33750
33750,3,35,2,36,30,171.40,189.61,0.46,2914.61,0.07,378.38,7.26,33750
34001,3,35,1,19,1,194.08,69.83,0.46,4186.58,0.05,220.08,6.43,34001
34001,3,35,1,19,0,214.80,34.53,0.39,4212.67,0.06,240.23,7.02,34001
34001,3,35,1,19,2,434.21,394.05,0.44,5517.54,0.08,337.16,9.85,34001
34000,3,35,1,19,4,402.41,135.86,0.42,7168.91,0.06,250.40,6.28,34000
34000,3,35,1,19,5,451.74,149.31,0.42,7150.85,0.07,290.36,6.37,34000
34000,3,35,1,19,3,410.97,182.46,0.43,7094.14,0.06,259.52,6.51,34000
34000,3,35,1,19,1,371.17,126.67,0.43,7162.80,0.06,230.49,5.78,34000
34000,3,35,1,19,2,387.74,109.93,0.42,7184.08,0.06,238.40,5.98,34000
34000,3,35,1,19,6,307.96,81.81,0.34,4373.87,0.07,321.70,6.40,34000
34000,3,35,1,19,0,297.40,70.00,0.39,5597.91,0.06,223.90,5.62,34000
33577,3,36,3,52,20,246.56,156.92,0.43,4032.21,0.07,469.00,5.06,33577
33577,3,36,3,52,19,302.64,184.73,0.41,4968.81,0.06,436.92,4.71,33577
33577,3,36,3,52,23,223.11,28.87,0.41,4468.20,0.06,420.23,4.66,33577
33577,3,36,3,52,21,388.74,382.87,0.46,5238.06,0.07,524.79,5.66,33577
33577,3,36,3,52,22,455.29,382.66,0.48,6931.45,0.07,480.96,5.34,33577
33998,3,35,1,20,0,201.06,140.34,0.45,4281.13,0.06,256.13,4.69,33998
33998,3,35,1,20,2,425.51,230.10,0.35,5514.92,0.08,369.00,6.76,33998
33998,3,35,1,20,1,366.61,226.89,0.48,5901.55,0.07,302.09,5.53,33998
33998,3,35,1,20,0,275.89,151.06,0.47,4121.94,0.07,320.83,5.88,33998
33394,3,37,3,72,27,262.88, NA,0.31, NA, NA, NA, NA,33394
33394,3,37,3,72,25,331.50,98.48,0.39, NA, NA, NA, NA,33394
33394,3,37,3,72,26,258.84,33.50,0.40, NA, NA, NA, NA,33394
33394,3,37,3,72,23,339.60,34.23,0.36, NA, NA, NA, NA,33394
33394,3,37,3,72,24,408.28,164.02,0.41, NA, NA, NA, NA,33394
33997,3,35,1,19,10,426.68,32.91,0.27,5849.91,0.07,346.97,6.10,33997
33997,3,38,1,19,2,90.06, NA,0.32,5930.16,0.02,84.51,1.95,33997
33997,3,35,1,19,4,228.95, NA,0.31,7308.46,0.04,151.89,3.51,33997
33997,3,35,1,19,9,268.53, NA,0.30,6614.77,0.05,203.42,3.66,33997
33997,3,35,1,19,7,385.50, NA,0.31,8956.21,0.05,195.13,3.63,33997
33997,3,35,1,19,6,391.27,12.59,0.31,8938.27,0.05,200.89,3.74,33997
33997,3,35,1,19,8,345.44, NA,0.30,7933.57,0.05,195.85,3.65,33997
33997,3,35,1,19,3,208.64, NA,0.30,6788.79,0.04,150.43,3.47,33997
33997,3,35,1,19,5,276.55, NA,0.31,7639.01,0.04,172.30,3.21,33997
33997,3,35,1,19,2,144.14, NA,0.32,6387.87,0.03,115.14,2.66,33997
33996,3,35,1,18,7,133.70,91.22,0.49,3588.66,0.05,187.67,5.19,33996
33996,3,35,1,18,10,161.85,73.83,0.45,4080.38,0.05,208.09,5.85,33996
33996,3,35,1,18,13,212.60,156.81,0.49,4336.83,0.06,242.37,7.32,33996
33996,3,35,1,18,12,190.21,73.98,0.44,4419.14,0.05,220.01,6.44,33996
33996,3,35,1,18,9,137.07,41.08,0.47,4134.11,0.04,177.62,4.99,33996
33996,3,38,1,18,4,206.92,66.12,0.43,6076.53,0.04,161.04,4.45,33996
33996,3,35,1,18,6,178.89,127.73,0.48,4583.59,0.05,187.12,5.17,33996
33996,3,35,1,18,8,144.42,102.29,0.48,3639.64,0.05,208.55,5.86,33996
33996,3,35,1,18,5,223.84,136.30,0.47,5610.46,0.05,189.04,5.22,33996
33996,3,35,1,18,11,151.39,113.16,0.46,3520.45,0.05,220.67,6.20,33996
33385,3,37,3,75,23,175.38,75.41,0.42, NA, NA, NA, NA,33385
33385,3,37,3,75,21,173.16, NA,0.35, NA, NA, NA, NA,33385
33385,3,37,3,75,19,146.06, NA,0.37, NA, NA, NA, NA,33385
33385,3,37,3,75,20,205.53, NA,0.35, NA, NA, NA, NA,33385
33385,3,37,3,75,22,153.66, NA,0.38, NA, NA, NA, NA,33385
33626,3,36,3,46,38,173.62,98.18,0.43,2477.54,0.08,473.32,9.41,33626
33626,3,36,3,46,34,275.07,203.60,0.39,2962.66,0.09,581.67,10.29,33626
33626,3,36,3,46,37,213.06,93.07,0.43,3540.79,0.07,405.13,8.06,33626
33626,3,36,3,46,35,202.21,131.70,0.43,3084.88,0.07,433.61,7.67,33626
33626,3,36,3,46,36,201.62,43.18,0.42,3337.39,0.07,415.74,7.35,33626
33995,3,35,1,22,0,330.95,371.54,0.40,4980.05,0.07,289.47,10.62,33995
33365,3,36,3,74,26,143.41, NA,0.37,2934.93,0.06,363.49,5.40,33365
33365,3,39,3,74,25,281.34,33.35,0.34,4128.75,0.06,347.82,5.17,33365
33365,3,36,3,74,29,110.73, NA,0.39,2615.72,0.06,326.96,5.71,33365
33365,3,36,3,74,27,123.62, NA,0.39,2970.38,0.06,332.56,4.94,33365
33365,3,36,3,74,28,83.76, NA,0.40,2489.60,0.05,293.66,5.13,33365
33365,3,36,3,74,25,97.99, NA,0.33,2600.54,0.05,296.72,4.41,33365
33738,3,35,2,35,40,122.41, NA,0.39,2207.37,0.07,392.81,8.94,33738
33738,3,35,2,35,45,210.23,79.22,0.39,4217.76,0.05,291.02,6.63,33738
33738,3,35,2,35,37,126.45, NA,0.36,2588.01,0.06,337.28,6.82,33738
33738,3,35,2,35,43,194.45,234.69,0.37,2312.24,0.08,500.30,11.39,33738
33738,3,35,2,35,42,108.04, NA,0.39,2311.11,0.06,349.43,7.96,33738
33738,3,35,2,35,39,67.69, NA,0.36,2224.41,0.05,278.54,5.63,33738
33738,3,35,2,35,38,98.36, NA,0.35,2391.45,0.06,314.19,6.36,33738
33738,3,35,2,35,44,94.66, NA,0.37,2380.06,0.05,317.20,7.22,33738
33738,3,35,2,35,42,145.27,28.10,0.37,2681.39,0.06,382.44,8.71,33738
33994,3,35,1,19,10,171.73,6.33,0.36,4711.48,0.05,202.80,4.04,33994
33994,3,35,1,19,7,142.02, NA,0.35,4116.02,0.04,194.45,3.88,33994
33994,3,35,1,19,9,192.52,23.90,0.39,5101.04,0.05,204.14,4.07,33994
33994,3,35,1,19,9,139.63, NA,0.37,4075.92,0.04,196.80,3.92,33994
33994,3,35,1,19,12,425.43,256.32,0.40,5846.96,0.07,339.31,6.33,33994
33994,3,35,1,19,4,164.63, NA,0.35,4305.26,0.05,192.50,4.67,33994
33994,3,35,1,19,5,116.57, NA,0.35,4334.12,0.04,154.24,3.74,33994
33994,3,35,1,19,6,128.85, NA,0.37,4308.03,0.04,172.78,4.19,33994
33994,3,35,1,19,11,162.74, NA,0.36,4678.98,0.04,192.98,3.70,33994
33601,3,36,3,48,40,219.61,62.67,0.40,3047.40,0.07,377.62,11.88,33601
33601,3,36,3,48,36,85.58, NA,0.36,2531.47,0.05,239.79,7.32,33601
33601,3,36,3,48,39,214.69,19.30,0.43,3753.50,0.06,321.83,10.13,33601
33601,3,36,3,48,37,124.23, NA,0.36,2627.89,0.06,317.34,9.69,33601
33601,3,36,3,48,38,173.02, NA,0.38,3207.95,0.06,322.81,9.85,33601
33986,3,35,1,19,13,360.95,123.13,0.39,5261.13,0.07,330.95,7.63,33986
33986,3,35,1,19,7,288.73,106.55,0.37,4254.40,0.07,297.91,6.76,33986
33986,3,35,1,19,12,403.95,175.88,0.40,5286.84,0.08,364.24,8.81,33986
33986,3,35,1,19,11,268.91,26.31,0.35,4420.83,0.07,306.94,7.42,33986
33986,3,35,1,19,14,449.91,265.10,0.37,5478.36,0.08,368.00,8.20,33986
33986,3,35,1,19,8,288.76,100.36,0.39,4601.19,0.07,282.51,6.42,33986
33986,3,35,1,19,9,206.11,17.34,0.37,3992.27,0.06,244.24,5.91,33986
33986,3,35,1,19,10,311.30,137.50,0.40,4097.81,0.08,352.16,8.52,33986
33986,3,35,1,19,6,186.83,3.94,0.36,4315.98,0.05,204.34,4.64,33986
33562,3,37,3,51,40,558.05,663.82,0.47, NA, NA, NA, NA,33562
33562,3,37,3,51,39,561.78,561.70,0.45, NA, NA, NA, NA,33562
33562,3,37,3,51,41,699.54,900.57,0.50, NA, NA, NA, NA,33562
33562,3,37,3,51,38,872.08,929.40,0.44, NA, NA, NA, NA,33562
33562,3,37,3,51,42,91.50, NA,0.45, NA, NA, NA, NA,33562
33985,3,35,1,19,4,464.01,336.06,0.44,6966.15,0.07,281.23,7.23,33985
33985,3,35,1,19,10,690.33,466.95,0.42,8245.89,0.08,397.78,9.34,33985
33985,3,35,1,19,11,632.01,515.63,0.43,7066.42,0.09,431.78,10.31,33985
33985,3,35,1,19,12,223.44,60.92,0.40,4520.91,0.06,271.59,6.57,33985
33985,3,35,1,19,5,413.22,223.56,0.42,6755.49,0.06,254.46,6.54,33985
33985,3,35,1,19,8,854.41,571.52,0.42,9423.28,0.09,413.23,9.71,33985
33985,3,35,1,19,7,732.23,466.69,0.41,9727.16,0.08,357.87,8.41,33985
33985,3,38,1,19,4,493.94,382.68,0.44,6457.13,0.08,321.85,8.28,33985
33985,3,35,1,19,6,619.12,266.83,0.42,8980.85,0.07,291.69,7.50,33985
33985,3,35,1,19,9,726.84,507.88,0.45,9975.39,0.07,349.28,8.21,33985
33984,3,35,1,21,6,445.23,124.26,0.39,7232.10,0.07,305.50,6.72,33984
33984,3,35,1,21,2,316.79,130.22,0.43,6613.11,0.05,232.95,5.88,33984
33984,3,35,1,21,4,477.29,190.25,0.41,7699.31,0.07,296.34,7.48,33984
33984,3,35,1,21,0,235.65,64.31,0.40,5245.66,0.05,221.54,5.59,33984
33984,3,35,1,21,7,314.81,64.66,0.35,4804.81,0.07,350.68,7.02,33984
33984,3,35,1,21,3,376.78,99.61,0.40,6588.53,0.06,285.58,7.21,33984
33984,3,35,1,21,1,290.73,88.80,0.44,6749.34,0.05,216.88,5.47,33984
33984,3,35,1,21,5,462.93,171.92,0.41,7304.12,0.07,302.85,7.64,33984
33561,3,37,3,54,29,155.60,152.69,0.43, NA, NA, NA, NA,33561
33561,3,37,3,54,28,190.93,125.20,0.40, NA, NA, NA, NA,33561
33561,3,37,3,54,26,143.36,110.10,0.46, NA, NA, NA, NA,33561
33561,3,37,3,54,27,190.48,183.19,0.45, NA, NA, NA, NA,33561
33561,3,37,3,54,30,216.35,146.80,0.46, NA, NA, NA, NA,33561
33983,3,35,1,18,11,470.84,417.50,0.49,6438.65,0.07,361.15,7.03,33983
33983,3,35,1,18,16,524.34,386.99,0.47,6252.20,0.09,467.59,8.85,33983
33983,3,35,1,18,13,669.08,624.36,0.50,8659.41,0.08,405.15,7.66,33983
33983,3,35,1,18,18,334.23,193.88,0.44,5125.38,0.07,351.67,6.84,33983
33983,3,35,1,18,10,493.91,459.61,0.46,6872.24,0.07,348.80,6.79,33983
33983,3,38,1,18,10,612.95,649.97,0.47,8043.43,0.08,365.24,7.11,33983
33983,3,35,1,18,12,571.58,560.81,0.50,7659.34,0.08,366.83,7.14,33983
33983,3,35,1,18,17,482.69,465.55,0.49,5662.22,0.09,464.29,8.92,33983
33983,3,35,1,18,14,872.26,791.64,0.48,9609.52,0.09,480.23,9.08,33983
33983,3,35,1,18,15,884.24,757.73,0.48,9015.69,0.10,520.85,9.85,33983
33722,3,37,2,42,27,286.86,100.98,0.40, NA, NA, NA, NA,33722
33722,3,37,2,42,26,6.07, NA,0.34, NA, NA, NA, NA,33722
33722,3,37,2,42,24,59.83, NA,0.33, NA, NA, NA, NA,33722
33722,3,37,2,42,25,1.62, NA,0.30, NA, NA, NA, NA,33722
